AST Similarity,Token Similarity,Levenshtein Similarity,Length File 1,Length File 2,Function Count File 1,Function Count File 2,Variable Count File 1,Variable Count File 2,Comment Ratio File 1,Comment Ratio File 2,Cyclomatic Complexity File 1,Cyclomatic Complexity File 2,Label
0.0,0.39473684210526316,0.6355932203389831,33,37,5,5,33,33,0.15151515151515152,0.13513513513513514,3,3,1
0.0,0.987012987012987,0.5652892561983471,25,25,4,4,9,9,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.521311475409836,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.521311475409836,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.5490506329113924,25,25,4,4,9,11,0.0,0.0,3,3,1
0.0,0.987012987012987,0.5590163934426229,25,25,4,4,9,10,0.0,0.0,3,3,1
0.0,0.987012987012987,0.5933544303797469,25,25,4,4,9,11,0.0,0.0,3,3,1
0.0,0.9935064935064936,0.5205696202531646,25,25,4,4,10,11,0.0,0.0,3,3,1
0.0,0.9900990099009901,0.6653620352250489,32,32,5,5,27,29,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5767524401064774,32,32,5,5,27,33,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5548446069469836,32,32,5,5,27,27,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5066548358473824,32,32,5,5,29,33,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5118829981718465,32,32,5,5,29,27,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5669920141969831,32,32,5,5,33,27,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5018939393939394,32,32,5,5,28,30,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5058191584601611,32,32,5,5,28,25,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5919540229885057,32,32,5,5,28,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5776744186046512,32,32,5,5,28,31,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4709042076991943,32,32,5,5,30,25,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5179924242424243,32,32,5,5,30,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4883720930232558,32,32,5,5,30,31,0.15625,0.15625,3,3,1
0.0,0.995049504950495,0.5031333930170099,32,32,5,5,25,28,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.4601611459265891,32,32,5,5,25,31,0.15625,0.15625,3,3,1
0.0,0.9900990099009901,0.5237209302325581,32,32,5,5,28,31,0.15625,0.15625,3,3,1
