File 1,File 2,Similarity Score
submission11.py,submission79.py,0.607
submission11.py,submission8.py,0.605
submission11.py,submission80.py,0.632
submission11.py,submission81.py,0.601
submission11.py,submission82.py,0.596
submission11.py,submission83.py,0.636
submission11.py,submission84.py,0.569
submission11.py,submission85.py,0.597
submission11.py,submission86.py,0.567
submission11.py,submission87.py,0.565
submission11.py,submission88.py,0.597
submission11.py,submission89.py,0.541
submission11.py,submission9.py,0.633
submission11.py,submission90.py,0.497
submission11.py,submission91.py,0.557
submission11.py,submission92.py,0.625
submission11.py,submission93.py,0.623
submission11.py,submission94.py,0.517
submission11.py,submission95.py,0.469
submission11.py,submission96.py,0.599
submission11.py,submission97.py,0.0
submission11.py,submission98.py,0.619
submission11.py,submission99.py,0.668
submission110.py,submission111.py,0.875
submission110.py,submission112.py,0.694
submission110.py,submission113.py,0.693
submission110.py,submission114.py,0.69
submission110.py,submission115.py,0.694
submission110.py,submission116.py,0.666
submission110.py,submission117.py,0.477
submission110.py,submission118.py,0.512
submission110.py,submission119.py,0.477
submission110.py,submission12.py,0.57
submission110.py,submission120.py,0.511
submission110.py,submission121.py,0.485
submission110.py,submission122.py,0.59
submission110.py,submission123.py,0.578
submission110.py,submission124.py,0.56
submission110.py,submission125.py,0.593
submission110.py,submission126.py,0.585
submission110.py,submission127.py,0.596
submission110.py,submission128.py,0.605
submission110.py,submission129.py,0.591
submission110.py,submission13.py,0.593
submission110.py,submission130.py,0.6
submission110.py,submission131.py,0.563
submission110.py,submission132.py,0.567
submission110.py,submission133.py,0.567
submission110.py,submission134.py,0.696
submission110.py,submission135.py,0.567
submission110.py,submission136.py,0.544
submission110.py,submission137.py,0.705
submission110.py,submission138.py,0.703
submission110.py,submission139.py,0.701
submission110.py,submission14.py,0.631
submission110.py,submission140.py,0.701
submission110.py,submission141.py,0.656
submission110.py,submission142.py,0.701
submission110.py,submission143.py,0.675
submission110.py,submission144.py,0.657
submission110.py,submission145.py,0.657
submission110.py,submission146.py,0.651
submission110.py,submission147.py,0.653
submission110.py,submission148.py,0.661
submission110.py,submission149.py,0.661
submission110.py,submission15.py,0.635
submission110.py,submission150.py,0.706
submission110.py,submission151.py,0.556
submission110.py,submission152.py,0.471
submission110.py,submission153.py,0.602
submission110.py,submission154.py,0.697
submission110.py,submission155.py,0.661
submission110.py,submission156.py,0.656
submission110.py,submission157.py,0.596
submission110.py,submission158.py,0.684
submission110.py,submission159.py,0.675
submission110.py,submission16.py,0.666
submission110.py,submission160.py,0.543
submission110.py,submission161.py,0.558
submission110.py,submission162.py,0.636
submission110.py,submission163.py,0.63
submission110.py,submission164.py,0.632
submission110.py,submission165.py,0.631
submission110.py,submission166.py,0.597
submission110.py,submission167.py,0.598
submission110.py,submission168.py,0.599
submission110.py,submission169.py,0.598
submission110.py,submission17.py,0.69
submission110.py,submission170.py,0.598
submission110.py,submission171.py,0.598
submission110.py,submission172.py,0.6
submission110.py,submission173.py,0.598
submission110.py,submission174.py,0.599
submission110.py,submission18.py,0.679
submission110.py,submission19.py,0.696
submission110.py,submission2.py,0.365
submission110.py,submission20.py,0.683
submission110.py,submission21.py,0.686
submission110.py,submission22.py,0.684
submission110.py,submission23.py,0.656
submission110.py,submission24.py,0.638
submission110.py,submission25.py,0.662
submission110.py,submission26.py,0.656
submission110.py,submission27.py,0.669
submission110.py,submission28.py,0.688
submission110.py,submission29.py,0.687
submission110.py,submission3.py,0.365
submission110.py,submission30.py,0.672
submission110.py,submission31.py,0.64
submission110.py,submission32.py,0.64
submission110.py,submission33.py,0.638
submission110.py,submission34.py,0.639
submission110.py,submission35.py,0.666
submission110.py,submission36.py,0.656
submission110.py,submission37.py,0.667
submission110.py,submission38.py,0.581
submission110.py,submission39.py,0.666
submission110.py,submission4.py,0.353
submission110.py,submission40.py,0.492
submission110.py,submission41.py,0.532
submission110.py,submission42.py,0.509
submission110.py,submission43.py,0.492
submission110.py,submission44.py,0.506
submission110.py,submission45.py,0.645
submission110.py,submission46.py,0.675
submission110.py,submission47.py,0.674
submission110.py,submission48.py,0.651
submission110.py,submission49.py,0.66
submission110.py,submission5.py,0.365
submission110.py,submission50.py,0.622
submission110.py,submission51.py,0.668
submission110.py,submission52.py,0.656
submission110.py,submission53.py,0.63
submission110.py,submission54.py,0.676
submission110.py,submission55.py,0.661
submission110.py,submission56.py,0.67
submission110.py,submission57.py,0.624
submission110.py,submission58.py,0.673
submission110.py,submission59.py,0.724
submission110.py,submission6.py,0.44
submission110.py,submission60.py,0.678
submission110.py,submission61.py,0.655
submission110.py,submission62.py,0.668
submission110.py,submission63.py,0.66
submission110.py,submission64.py,0.647
submission110.py,submission65.py,0.678
submission110.py,submission66.py,0.687
submission110.py,submission67.py,0.59
submission110.py,submission68.py,0.598
submission110.py,submission69.py,0.548
submission110.py,submission7.py,0.423
submission110.py,submission70.py,0.552
submission110.py,submission71.py,0.603
submission110.py,submission72.py,0.571
submission110.py,submission73.py,0.586
submission110.py,submission74.py,0.608
submission110.py,submission75.py,0.588
submission110.py,submission76.py,0.601
submission110.py,submission77.py,0.624
submission110.py,submission78.py,0.603
submission110.py,submission79.py,0.598
submission110.py,submission8.py,0.512
submission110.py,submission80.py,0.624
submission110.py,submission81.py,0.59
submission110.py,submission82.py,0.509
submission110.py,submission83.py,0.52
submission110.py,submission84.py,0.504
submission110.py,submission85.py,0.514
submission110.py,submission86.py,0.5
submission110.py,submission87.py,0.567
submission110.py,submission88.py,0.427
submission110.py,submission89.py,0.555
submission110.py,submission9.py,0.506
submission110.py,submission90.py,0.503
submission110.py,submission91.py,0.555
submission110.py,submission92.py,0.659
submission110.py,submission93.py,0.66
submission110.py,submission94.py,0.527
submission110.py,submission95.py,0.478
submission110.py,submission96.py,0.61
submission110.py,submission97.py,0.0
submission110.py,submission98.py,0.61
submission110.py,submission99.py,0.695
submission111.py,submission112.py,0.681
submission111.py,submission113.py,0.68
submission111.py,submission114.py,0.679
submission111.py,submission115.py,0.681
submission111.py,submission116.py,0.66
submission111.py,submission117.py,0.538
submission111.py,submission118.py,0.567
submission111.py,submission119.py,0.538
submission111.py,submission12.py,0.521
submission111.py,submission120.py,0.566
submission111.py,submission121.py,0.54
submission111.py,submission122.py,0.597
submission111.py,submission123.py,0.58
submission111.py,submission124.py,0.577
submission111.py,submission125.py,0.591
submission111.py,submission126.py,0.583
submission111.py,submission127.py,0.597
submission111.py,submission128.py,0.602
submission111.py,submission129.py,0.592
submission111.py,submission13.py,0.581
submission111.py,submission130.py,0.597
submission111.py,submission131.py,0.577
submission111.py,submission132.py,0.612
submission111.py,submission133.py,0.612
submission111.py,submission134.py,0.69
submission111.py,submission135.py,0.612
submission111.py,submission136.py,0.591
submission111.py,submission137.py,0.701
submission111.py,submission138.py,0.703
submission111.py,submission139.py,0.717
submission111.py,submission14.py,0.607
submission111.py,submission140.py,0.705
submission111.py,submission141.py,0.688
submission111.py,submission142.py,0.707
submission111.py,submission143.py,0.695
submission111.py,submission144.py,0.681
submission111.py,submission145.py,0.681
submission111.py,submission146.py,0.684
submission111.py,submission147.py,0.647
submission111.py,submission148.py,0.656
submission111.py,submission149.py,0.656
submission111.py,submission15.py,0.611
submission111.py,submission150.py,0.722
submission111.py,submission151.py,0.57
submission111.py,submission152.py,0.531
submission111.py,submission153.py,0.6
submission111.py,submission154.py,0.704
submission111.py,submission155.py,0.685
submission111.py,submission156.py,0.65
submission111.py,submission157.py,0.603
submission111.py,submission158.py,0.671
submission111.py,submission159.py,0.688
submission111.py,submission16.py,0.657
submission111.py,submission160.py,0.542
submission111.py,submission161.py,0.572
submission111.py,submission162.py,0.631
submission111.py,submission163.py,0.625
submission111.py,submission164.py,0.627
submission111.py,submission165.py,0.626
submission111.py,submission166.py,0.601
submission111.py,submission167.py,0.602
submission111.py,submission168.py,0.603
submission111.py,submission169.py,0.602
submission111.py,submission17.py,0.676
submission111.py,submission170.py,0.602
submission111.py,submission171.py,0.605
submission111.py,submission172.py,0.604
submission111.py,submission173.py,0.603
submission111.py,submission174.py,0.603
submission111.py,submission18.py,0.661
submission111.py,submission19.py,0.679
submission111.py,submission2.py,0.313
submission111.py,submission20.py,0.671
submission111.py,submission21.py,0.677
submission111.py,submission22.py,0.682
submission111.py,submission23.py,0.657
submission111.py,submission24.py,0.629
submission111.py,submission25.py,0.659
submission111.py,submission26.py,0.65
submission111.py,submission27.py,0.664
submission111.py,submission28.py,0.685
submission111.py,submission29.py,0.683
submission111.py,submission3.py,0.313
submission111.py,submission30.py,0.671
submission111.py,submission31.py,0.619
submission111.py,submission32.py,0.619
submission111.py,submission33.py,0.643
submission111.py,submission34.py,0.652
submission111.py,submission35.py,0.66
submission111.py,submission36.py,0.639
submission111.py,submission37.py,0.66
submission111.py,submission38.py,0.595
submission111.py,submission39.py,0.66
submission111.py,submission4.py,0.336
submission111.py,submission40.py,0.545
submission111.py,submission41.py,0.582
submission111.py,submission42.py,0.564
submission111.py,submission43.py,0.529
submission111.py,submission44.py,0.556
submission111.py,submission45.py,0.642
submission111.py,submission46.py,0.668
submission111.py,submission47.py,0.676
submission111.py,submission48.py,0.649
submission111.py,submission49.py,0.662
submission111.py,submission5.py,0.313
submission111.py,submission50.py,0.642
submission111.py,submission51.py,0.669
submission111.py,submission52.py,0.666
submission111.py,submission53.py,0.631
submission111.py,submission54.py,0.692
submission111.py,submission55.py,0.666
submission111.py,submission56.py,0.678
submission111.py,submission57.py,0.624
submission111.py,submission58.py,0.676
submission111.py,submission59.py,0.712
submission111.py,submission6.py,0.436
submission111.py,submission60.py,0.687
submission111.py,submission61.py,0.668
submission111.py,submission62.py,0.674
submission111.py,submission63.py,0.676
submission111.py,submission64.py,0.661
submission111.py,submission65.py,0.681
submission111.py,submission66.py,0.69
submission111.py,submission67.py,0.62
submission111.py,submission68.py,0.627
submission111.py,submission69.py,0.588
submission111.py,submission7.py,0.423
submission111.py,submission70.py,0.58
submission111.py,submission71.py,0.633
submission111.py,submission72.py,0.618
submission111.py,submission73.py,0.604
submission111.py,submission74.py,0.629
submission111.py,submission75.py,0.626
submission111.py,submission76.py,0.637
submission111.py,submission77.py,0.631
submission111.py,submission78.py,0.618
submission111.py,submission79.py,0.623
submission111.py,submission8.py,0.505
submission111.py,submission80.py,0.647
submission111.py,submission81.py,0.62
submission111.py,submission82.py,0.502
submission111.py,submission83.py,0.524
submission111.py,submission84.py,0.516
submission111.py,submission85.py,0.519
submission111.py,submission86.py,0.539
submission111.py,submission87.py,0.565
submission111.py,submission88.py,0.437
submission111.py,submission89.py,0.614
submission111.py,submission9.py,0.508
submission111.py,submission90.py,0.561
submission111.py,submission91.py,0.616
submission111.py,submission92.py,0.616
submission111.py,submission93.py,0.618
submission111.py,submission94.py,0.543
submission111.py,submission95.py,0.499
submission111.py,submission96.py,0.614
submission111.py,submission97.py,0.0
submission111.py,submission98.py,0.623
submission111.py,submission99.py,0.673
submission112.py,submission113.py,0.972
submission112.py,submission114.py,0.996
submission112.py,submission115.py,0.974
submission112.py,submission116.py,0.928
submission112.py,submission117.py,0.535
submission112.py,submission118.py,0.58
submission112.py,submission119.py,0.535
submission112.py,submission12.py,0.62
submission112.py,submission120.py,0.579
submission112.py,submission121.py,0.541
submission112.py,submission122.py,0.675
submission112.py,submission123.py,0.665
submission112.py,submission124.py,0.643
submission112.py,submission125.py,0.679
submission112.py,submission126.py,0.673
submission112.py,submission127.py,0.68
submission112.py,submission128.py,0.693
submission112.py,submission129.py,0.679
submission112.py,submission13.py,0.691
submission112.py,submission130.py,0.687
submission112.py,submission131.py,0.645
submission112.py,submission132.py,0.647
submission112.py,submission133.py,0.647
submission112.py,submission134.py,0.786
submission112.py,submission135.py,0.648
submission112.py,submission136.py,0.63
submission112.py,submission137.py,0.794
submission112.py,submission138.py,0.807
submission112.py,submission139.py,0.809
submission112.py,submission14.py,0.694
submission112.py,submission140.py,0.785
submission112.py,submission141.py,0.766
submission112.py,submission142.py,0.777
submission112.py,submission143.py,0.765
submission112.py,submission144.py,0.744
submission112.py,submission145.py,0.744
submission112.py,submission146.py,0.738
submission112.py,submission147.py,0.749
submission112.py,submission148.py,0.75
submission112.py,submission149.py,0.75
submission112.py,submission15.py,0.696
submission112.py,submission150.py,0.807
submission112.py,submission151.py,0.643
submission112.py,submission152.py,0.528
submission112.py,submission153.py,0.698
submission112.py,submission154.py,0.765
submission112.py,submission155.py,0.743
submission112.py,submission156.py,0.751
submission112.py,submission157.py,0.679
submission112.py,submission158.py,0.839
submission112.py,submission159.py,0.777
submission112.py,submission16.py,0.757
submission112.py,submission160.py,0.602
submission112.py,submission161.py,0.645
submission112.py,submission162.py,0.737
submission112.py,submission163.py,0.724
submission112.py,submission164.py,0.72
submission112.py,submission165.py,0.718
submission112.py,submission166.py,0.703
submission112.py,submission167.py,0.69
submission112.py,submission168.py,0.68
submission112.py,submission169.py,0.68
submission112.py,submission17.py,0.767
submission112.py,submission170.py,0.683
submission112.py,submission171.py,0.681
submission112.py,submission172.py,0.682
submission112.py,submission173.py,0.681
submission112.py,submission174.py,0.681
submission112.py,submission18.py,0.746
submission112.py,submission19.py,0.764
submission112.py,submission2.py,0.363
submission112.py,submission20.py,0.757
submission112.py,submission21.py,0.763
submission112.py,submission22.py,0.77
submission112.py,submission23.py,0.734
submission112.py,submission24.py,0.711
submission112.py,submission25.py,0.741
submission112.py,submission26.py,0.75
submission112.py,submission27.py,0.759
submission112.py,submission28.py,0.78
submission112.py,submission29.py,0.778
submission112.py,submission3.py,0.363
submission112.py,submission30.py,0.752
submission112.py,submission31.py,0.679
submission112.py,submission32.py,0.679
submission112.py,submission33.py,0.711
submission112.py,submission34.py,0.703
submission112.py,submission35.py,0.711
submission112.py,submission36.py,0.671
submission112.py,submission37.py,0.712
submission112.py,submission38.py,0.658
submission112.py,submission39.py,0.711
submission112.py,submission4.py,0.364
submission112.py,submission40.py,0.586
submission112.py,submission41.py,0.622
submission112.py,submission42.py,0.607
submission112.py,submission43.py,0.569
submission112.py,submission44.py,0.599
submission112.py,submission45.py,0.738
submission112.py,submission46.py,0.772
submission112.py,submission47.py,0.773
submission112.py,submission48.py,0.755
submission112.py,submission49.py,0.758
submission112.py,submission5.py,0.369
submission112.py,submission50.py,0.717
submission112.py,submission51.py,0.745
submission112.py,submission52.py,0.748
submission112.py,submission53.py,0.731
submission112.py,submission54.py,0.772
submission112.py,submission55.py,0.739
submission112.py,submission56.py,0.749
submission112.py,submission57.py,0.706
submission112.py,submission58.py,0.749
submission112.py,submission59.py,0.801
submission112.py,submission6.py,0.517
submission112.py,submission60.py,0.759
submission112.py,submission61.py,0.758
submission112.py,submission62.py,0.771
submission112.py,submission63.py,0.76
submission112.py,submission64.py,0.752
submission112.py,submission65.py,0.783
submission112.py,submission66.py,0.793
submission112.py,submission67.py,0.695
submission112.py,submission68.py,0.701
submission112.py,submission69.py,0.639
submission112.py,submission7.py,0.502
submission112.py,submission70.py,0.643
submission112.py,submission71.py,0.713
submission112.py,submission72.py,0.669
submission112.py,submission73.py,0.677
submission112.py,submission74.py,0.711
submission112.py,submission75.py,0.69
submission112.py,submission76.py,0.702
submission112.py,submission77.py,0.718
submission112.py,submission78.py,0.695
submission112.py,submission79.py,0.696
submission112.py,submission8.py,0.587
submission112.py,submission80.py,0.728
submission112.py,submission81.py,0.691
submission112.py,submission82.py,0.585
submission112.py,submission83.py,0.6
submission112.py,submission84.py,0.583
submission112.py,submission85.py,0.586
submission112.py,submission86.py,0.585
submission112.py,submission87.py,0.633
submission112.py,submission88.py,0.493
submission112.py,submission89.py,0.627
submission112.py,submission9.py,0.59
submission112.py,submission90.py,0.568
submission112.py,submission91.py,0.631
submission112.py,submission92.py,0.727
submission112.py,submission93.py,0.728
submission112.py,submission94.py,0.584
submission112.py,submission95.py,0.527
submission112.py,submission96.py,0.694
submission112.py,submission97.py,0.0
submission112.py,submission98.py,0.691
submission112.py,submission99.py,0.78
submission113.py,submission114.py,0.972
submission113.py,submission115.py,0.972
submission113.py,submission116.py,0.927
submission113.py,submission117.py,0.534
submission113.py,submission118.py,0.579
submission113.py,submission119.py,0.534
submission113.py,submission12.py,0.619
submission113.py,submission120.py,0.578
submission113.py,submission121.py,0.54
submission113.py,submission122.py,0.674
submission113.py,submission123.py,0.663
submission113.py,submission124.py,0.642
submission113.py,submission125.py,0.678
submission113.py,submission126.py,0.672
submission113.py,submission127.py,0.679
submission113.py,submission128.py,0.692
submission113.py,submission129.py,0.678
submission113.py,submission13.py,0.69
submission113.py,submission130.py,0.685
submission113.py,submission131.py,0.644
submission113.py,submission132.py,0.647
submission113.py,submission133.py,0.647
submission113.py,submission134.py,0.785
submission113.py,submission135.py,0.647
submission113.py,submission136.py,0.627
submission113.py,submission137.py,0.793
submission113.py,submission138.py,0.806
submission113.py,submission139.py,0.804
submission113.py,submission14.py,0.693
submission113.py,submission140.py,0.784
submission113.py,submission141.py,0.759
submission113.py,submission142.py,0.776
submission113.py,submission143.py,0.764
submission113.py,submission144.py,0.743
submission113.py,submission145.py,0.743
submission113.py,submission146.py,0.737
submission113.py,submission147.py,0.748
submission113.py,submission148.py,0.749
submission113.py,submission149.py,0.749
submission113.py,submission15.py,0.695
submission113.py,submission150.py,0.806
submission113.py,submission151.py,0.633
submission113.py,submission152.py,0.527
submission113.py,submission153.py,0.686
submission113.py,submission154.py,0.764
submission113.py,submission155.py,0.742
submission113.py,submission156.py,0.75
submission113.py,submission157.py,0.678
submission113.py,submission158.py,0.838
submission113.py,submission159.py,0.776
submission113.py,submission16.py,0.755
submission113.py,submission160.py,0.601
submission113.py,submission161.py,0.635
submission113.py,submission162.py,0.728
submission113.py,submission163.py,0.723
submission113.py,submission164.py,0.718
submission113.py,submission165.py,0.717
submission113.py,submission166.py,0.681
submission113.py,submission167.py,0.69
submission113.py,submission168.py,0.679
submission113.py,submission169.py,0.679
submission113.py,submission17.py,0.766
submission113.py,submission170.py,0.682
submission113.py,submission171.py,0.68
submission113.py,submission172.py,0.681
submission113.py,submission173.py,0.68
submission113.py,submission174.py,0.68
submission113.py,submission18.py,0.745
submission113.py,submission19.py,0.763
submission113.py,submission2.py,0.362
submission113.py,submission20.py,0.756
submission113.py,submission21.py,0.762
submission113.py,submission22.py,0.769
submission113.py,submission23.py,0.733
submission113.py,submission24.py,0.71
submission113.py,submission25.py,0.74
submission113.py,submission26.py,0.749
submission113.py,submission27.py,0.758
submission113.py,submission28.py,0.778
submission113.py,submission29.py,0.777
submission113.py,submission3.py,0.362
submission113.py,submission30.py,0.751
submission113.py,submission31.py,0.678
submission113.py,submission32.py,0.678
submission113.py,submission33.py,0.71
submission113.py,submission34.py,0.702
submission113.py,submission35.py,0.71
submission113.py,submission36.py,0.67
submission113.py,submission37.py,0.711
submission113.py,submission38.py,0.657
submission113.py,submission39.py,0.71
submission113.py,submission4.py,0.364
submission113.py,submission40.py,0.558
submission113.py,submission41.py,0.596
submission113.py,submission42.py,0.577
submission113.py,submission43.py,0.538
submission113.py,submission44.py,0.57
submission113.py,submission45.py,0.737
submission113.py,submission46.py,0.77
submission113.py,submission47.py,0.772
submission113.py,submission48.py,0.754
submission113.py,submission49.py,0.757
submission113.py,submission5.py,0.369
submission113.py,submission50.py,0.715
submission113.py,submission51.py,0.744
submission113.py,submission52.py,0.745
submission113.py,submission53.py,0.726
submission113.py,submission54.py,0.769
submission113.py,submission55.py,0.738
submission113.py,submission56.py,0.748
submission113.py,submission57.py,0.701
submission113.py,submission58.py,0.747
submission113.py,submission59.py,0.8
submission113.py,submission6.py,0.516
submission113.py,submission60.py,0.757
submission113.py,submission61.py,0.756
submission113.py,submission62.py,0.769
submission113.py,submission63.py,0.758
submission113.py,submission64.py,0.751
submission113.py,submission65.py,0.782
submission113.py,submission66.py,0.792
submission113.py,submission67.py,0.686
submission113.py,submission68.py,0.702
submission113.py,submission69.py,0.634
submission113.py,submission7.py,0.501
submission113.py,submission70.py,0.637
submission113.py,submission71.py,0.704
submission113.py,submission72.py,0.664
submission113.py,submission73.py,0.672
submission113.py,submission74.py,0.719
submission113.py,submission75.py,0.697
submission113.py,submission76.py,0.696
submission113.py,submission77.py,0.74
submission113.py,submission78.py,0.717
submission113.py,submission79.py,0.716
submission113.py,submission8.py,0.586
submission113.py,submission80.py,0.744
submission113.py,submission81.py,0.701
submission113.py,submission82.py,0.584
submission113.py,submission83.py,0.6
submission113.py,submission84.py,0.582
submission113.py,submission85.py,0.585
submission113.py,submission86.py,0.584
submission113.py,submission87.py,0.632
submission113.py,submission88.py,0.493
submission113.py,submission89.py,0.626
submission113.py,submission9.py,0.589
submission113.py,submission90.py,0.567
submission113.py,submission91.py,0.63
submission113.py,submission92.py,0.726
submission113.py,submission93.py,0.727
submission113.py,submission94.py,0.583
submission113.py,submission95.py,0.527
submission113.py,submission96.py,0.693
submission113.py,submission97.py,0.0
submission113.py,submission98.py,0.69
submission113.py,submission99.py,0.778
submission114.py,submission115.py,0.973
submission114.py,submission116.py,0.923
submission114.py,submission117.py,0.54
submission114.py,submission118.py,0.585
submission114.py,submission119.py,0.54
submission114.py,submission12.py,0.613
submission114.py,submission120.py,0.583
submission114.py,submission121.py,0.546
submission114.py,submission122.py,0.673
submission114.py,submission123.py,0.662
submission114.py,submission124.py,0.641
submission114.py,submission125.py,0.677
submission114.py,submission126.py,0.67
submission114.py,submission127.py,0.677
submission114.py,submission128.py,0.689
submission114.py,submission129.py,0.677
submission114.py,submission13.py,0.688
submission114.py,submission130.py,0.684
submission114.py,submission131.py,0.643
submission114.py,submission132.py,0.648
submission114.py,submission133.py,0.648
submission114.py,submission134.py,0.78
submission114.py,submission135.py,0.649
submission114.py,submission136.py,0.632
submission114.py,submission137.py,0.789
submission114.py,submission138.py,0.804
submission114.py,submission139.py,0.806
submission114.py,submission14.py,0.687
submission114.py,submission140.py,0.781
submission114.py,submission141.py,0.764
submission114.py,submission142.py,0.772
submission114.py,submission143.py,0.761
submission114.py,submission144.py,0.741
submission114.py,submission145.py,0.741
submission114.py,submission146.py,0.734
submission114.py,submission147.py,0.749
submission114.py,submission148.py,0.75
submission114.py,submission149.py,0.75
submission114.py,submission15.py,0.689
submission114.py,submission150.py,0.806
submission114.py,submission151.py,0.64
submission114.py,submission152.py,0.533
submission114.py,submission153.py,0.693
submission114.py,submission154.py,0.762
submission114.py,submission155.py,0.741
submission114.py,submission156.py,0.751
submission114.py,submission157.py,0.677
submission114.py,submission158.py,0.836
submission114.py,submission159.py,0.777
submission114.py,submission16.py,0.751
submission114.py,submission160.py,0.599
submission114.py,submission161.py,0.642
submission114.py,submission162.py,0.732
submission114.py,submission163.py,0.721
submission114.py,submission164.py,0.717
submission114.py,submission165.py,0.715
submission114.py,submission166.py,0.696
submission114.py,submission167.py,0.686
submission114.py,submission168.py,0.678
submission114.py,submission169.py,0.678
submission114.py,submission17.py,0.761
submission114.py,submission170.py,0.68
submission114.py,submission171.py,0.68
submission114.py,submission172.py,0.68
submission114.py,submission173.py,0.679
submission114.py,submission174.py,0.679
submission114.py,submission18.py,0.741
submission114.py,submission19.py,0.76
submission114.py,submission2.py,0.359
submission114.py,submission20.py,0.753
submission114.py,submission21.py,0.759
submission114.py,submission22.py,0.766
submission114.py,submission23.py,0.731
submission114.py,submission24.py,0.706
submission114.py,submission25.py,0.735
submission114.py,submission26.py,0.749
submission114.py,submission27.py,0.759
submission114.py,submission28.py,0.779
submission114.py,submission29.py,0.777
submission114.py,submission3.py,0.359
submission114.py,submission30.py,0.746
submission114.py,submission31.py,0.671
submission114.py,submission32.py,0.671
submission114.py,submission33.py,0.707
submission114.py,submission34.py,0.7
submission114.py,submission35.py,0.704
submission114.py,submission36.py,0.663
submission114.py,submission37.py,0.705
submission114.py,submission38.py,0.653
submission114.py,submission39.py,0.704
submission114.py,submission4.py,0.364
submission114.py,submission40.py,0.578
submission114.py,submission41.py,0.614
submission114.py,submission42.py,0.598
submission114.py,submission43.py,0.56
submission114.py,submission44.py,0.591
submission114.py,submission45.py,0.733
submission114.py,submission46.py,0.768
submission114.py,submission47.py,0.769
submission114.py,submission48.py,0.75
submission114.py,submission49.py,0.753
submission114.py,submission5.py,0.364
submission114.py,submission50.py,0.716
submission114.py,submission51.py,0.744
submission114.py,submission52.py,0.746
submission114.py,submission53.py,0.729
submission114.py,submission54.py,0.771
submission114.py,submission55.py,0.737
submission114.py,submission56.py,0.747
submission114.py,submission57.py,0.704
submission114.py,submission58.py,0.746
submission114.py,submission59.py,0.799
submission114.py,submission6.py,0.515
submission114.py,submission60.py,0.757
submission114.py,submission61.py,0.757
submission114.py,submission62.py,0.77
submission114.py,submission63.py,0.76
submission114.py,submission64.py,0.753
submission114.py,submission65.py,0.782
submission114.py,submission66.py,0.793
submission114.py,submission67.py,0.693
submission114.py,submission68.py,0.702
submission114.py,submission69.py,0.635
submission114.py,submission7.py,0.5
submission114.py,submission70.py,0.638
submission114.py,submission71.py,0.711
submission114.py,submission72.py,0.665
submission114.py,submission73.py,0.676
submission114.py,submission74.py,0.709
submission114.py,submission75.py,0.685
submission114.py,submission76.py,0.698
submission114.py,submission77.py,0.715
submission114.py,submission78.py,0.694
submission114.py,submission79.py,0.691
submission114.py,submission8.py,0.586
submission114.py,submission80.py,0.723
submission114.py,submission81.py,0.69
submission114.py,submission82.py,0.581
submission114.py,submission83.py,0.598
submission114.py,submission84.py,0.582
submission114.py,submission85.py,0.583
submission114.py,submission86.py,0.588
submission114.py,submission87.py,0.628
submission114.py,submission88.py,0.492
submission114.py,submission89.py,0.625
submission114.py,submission9.py,0.589
submission114.py,submission90.py,0.565
submission114.py,submission91.py,0.63
submission114.py,submission92.py,0.722
submission114.py,submission93.py,0.724
submission114.py,submission94.py,0.585
submission114.py,submission95.py,0.529
submission114.py,submission96.py,0.694
submission114.py,submission97.py,0.0
submission114.py,submission98.py,0.687
submission114.py,submission99.py,0.776
submission115.py,submission116.py,0.928
submission115.py,submission117.py,0.535
submission115.py,submission118.py,0.58
submission115.py,submission119.py,0.535
submission115.py,submission12.py,0.62
submission115.py,submission120.py,0.579
submission115.py,submission121.py,0.541
submission115.py,submission122.py,0.675
submission115.py,submission123.py,0.665
submission115.py,submission124.py,0.643
submission115.py,submission125.py,0.679
submission115.py,submission126.py,0.673
submission115.py,submission127.py,0.68
submission115.py,submission128.py,0.693
submission115.py,submission129.py,0.679
submission115.py,submission13.py,0.691
submission115.py,submission130.py,0.687
submission115.py,submission131.py,0.645
submission115.py,submission132.py,0.648
submission115.py,submission133.py,0.648
submission115.py,submission134.py,0.786
submission115.py,submission135.py,0.648
submission115.py,submission136.py,0.632
submission115.py,submission137.py,0.794
submission115.py,submission138.py,0.807
submission115.py,submission139.py,0.805
submission115.py,submission14.py,0.694
submission115.py,submission140.py,0.785
submission115.py,submission141.py,0.761
submission115.py,submission142.py,0.777
submission115.py,submission143.py,0.765
submission115.py,submission144.py,0.744
submission115.py,submission145.py,0.744
submission115.py,submission146.py,0.738
submission115.py,submission147.py,0.749
submission115.py,submission148.py,0.75
submission115.py,submission149.py,0.75
submission115.py,submission15.py,0.696
submission115.py,submission150.py,0.807
submission115.py,submission151.py,0.634
submission115.py,submission152.py,0.528
submission115.py,submission153.py,0.687
submission115.py,submission154.py,0.765
submission115.py,submission155.py,0.743
submission115.py,submission156.py,0.751
submission115.py,submission157.py,0.679
submission115.py,submission158.py,0.839
submission115.py,submission159.py,0.777
submission115.py,submission16.py,0.757
submission115.py,submission160.py,0.602
submission115.py,submission161.py,0.636
submission115.py,submission162.py,0.729
submission115.py,submission163.py,0.724
submission115.py,submission164.py,0.72
submission115.py,submission165.py,0.718
submission115.py,submission166.py,0.682
submission115.py,submission167.py,0.681
submission115.py,submission168.py,0.68
submission115.py,submission169.py,0.68
submission115.py,submission17.py,0.767
submission115.py,submission170.py,0.683
